slang,formal
2479g,2479 gr
79cm,79 cm
sdium,sodium
tiddur,tidur
mehilangan,menghilangkan
berhubunan,berhubungan
29th,29 tahun
pertnyaanku,pertanyaanku
ngatuk,ngantuk
telianga,telinga
kqlo,kalau
mengelurkannya,mengeluarkannya
setiapa,setiap
sekai,sekali
abnornal,abnormal
kehamilann,kehamilan
kadungn,kandungan
hlgny,hilangnya
6bln,6 bulan
dqn,dan
kekamr,kekamar
tetngga,tetangga
munumnya,minumnya
selangkanganya,selangkangannya
strechmarc,stretch mark
asslmualaikum,assalamualaikum
3bln,3 bulan
daalam,dalam
spermannya,spermanya
aslmm,assalamualaikum
asamlambung,asam lambung
dkelopak,dikelopak
truuuss,terus
6w1d,6 minggu 1 hari
sepeeri,seperti
sakinya,sakitnya
dirongten,di rontgen
mengatasasinya,mengatasinya
gemeshh,gemes
diaremya,diarenya
menghilngan,menghilangkan
pamtangan,pantangan
gejalannya,gejalanya
assalamuailaikum,assalamualaikum
menerua,menerus
salmnela,salmonela
sekaran,sekarang
banyal,banyak
assalluallaikum,assalamualaikum
kelihantan,kelihatan
malahirkan,melahirkan
paaling,paling
kdepan,kedepan
kebetuan,kebetulan
jawapan,jawaban
silkus,siklus
janinnnya,janinnya
softlend,softlens
otek,otak
takran,takaran
msukan,masukan
terkalu,terlalu
salusinya,solusinya
sorennya,sorenya
sperms,sperma
menggiggit,menggigit
tetnyata,ternyata
buleh,boleh
menghilangknnya,menghilangkannya
akuuarium,akuarium
tertedeksi,terdeteksi
menghilangkana,menghilangkan
mengaruhi,mempengaruhi
tinggai,tinggali
mencob,mencoba
loyoo,loyo
dampakna,dampaknya
mengalamii,mengalami
infeski,infeksi
ditanyaiin,ditanyain
mengeluaran,mengeluarkan
kallaw,kalau
sebelahh,sebelah
ditenggrokan,ditenggorokan
behubungn,berhubungan
leluhan,keluhan
6bln5hr,6 bulan 5 hari
terganganggu,terganggu
terlalau,terlalu
penuuh,penuh
banyakindan,banyakin dan
apkh,apakah
bklan,bakalan
dimonyongkn,dimonyongkan
kbtlan,kebetulan
6mm,6 mm
selengkengan,selangkangan
mempetkan,mampetkan
kalaifikasi,klasifikasi
rongtjen,rontgen
gmanaya,gimanaya
telingannya,telinganya
leokimia,leukimia
katauhuan,ketahuan
slakangan,selangkangan
ciiri,ciri
assalamungalaikum,assalamualaikum
tangapan,tanggapan
smalem,semalem
kadarluasa,kadaluarsa
diperbolehkn,diperbolehkan
kemalauan,kemaluan
yaapakah,ya apakah
untum,untuk
apakal,apakah
salauran,saluran
sterimakasih,terima kasih
beraktifitaspun,beraktivitas pun
menaikkam,menaikkan
diawal2,diawal awal
250ml,250 ml
kelaianan,kelainan
kdlm,kedalam
tedapat,terdapat
10cc,10 cc
100cc,100 cc
01mar,1 maret
keungguan,keunguan
mekonsumsi,mengonsumsi
persendiaan,persendian
penganan,penanganan
soerti,seperti
onat,obat
ngngkat,ngangkat
kb-nya,kb nya
kering2,kering kering
gruk2,gruk gruk
terus-terusan,terus terusan
ditikam2,ditikam tikam
tnggorpkan,tenggorokan
ke-7,ke 7
ditumbulkan,ditimbulkan
klenjar,kelenjar
menekan2,menekan nekan
awal-awalnya,awal awalnya
nyut2,nyut nyut
bturun,turun
benyek2,benyek benyek
telihat,terlihat
daun-daunan,daun daunan
pertama-tama,pertama tama
orang-orang,orang orang
ke-dua,ke dua
massalah,masalah
denyut-denyut,denyut denyut
nodaya,nodanya
dikrenakan,dikarenakan
kmari,kemari
teman-teman,teman teman
hannya,hanya
masukn,masukan
bagaimaba,bagaimana
diperiksakaan,dip
amannnya,amannya
langkah-langkah,langkah langkah
asem-asem,asem asem
bngkak,bengkak
biasa-biasa,biasa biasa
2500gram,2500 gr
sepoi-sepoi,sepoi sepoi
sebentar-sebentar,sebentar sebentar
dingin-dingin,dingin dingin
panas-panas,panas panas
pagi-pagi,pagi pagi
asam-asam,asam asam
paru-paru,paru paru
kemarin-kemarin,kemarin kemarin
beebahaya,berbahaya
sebnarnya,sebenarnya
kira2-kira,kira kira
mejawab,menjawab
besar-besar,besar besar
ngapa-ngapain,ngapa ngapain
menetukan,menentukan
bulan-bulan,bulan bulan
cedut-cedut,cedut cedut
gatal-gatal,gatal gatal
bercmpur,bercampur
warnahnya,warnanya
baca-baca,baca baca
alais,alias
tubuhbya,tubuhnya
ke-1,ke 1
oengangkatan,pengangkatan
17w2d,17 minggu 2 hari
31th,31 tahun
meriang-meriang,meriang meriang
dbulan,dibulan
menstruasianya,menstruasinya
dijual2,dijual jual
09w04d,9 minggu 4 hari
41kg,41 kg
aluminum,alumunium
maksdnya,maksudnya
terimahkasi,terima kasih
gerak2in,gerak gerakin
bantuaannnya,bantuannya
pnambah,penambah
menaglami,mengalami
menysui,menyusui
merencnakan,merencanakan
aplastik,plastik
kelinis,klinis
bakterikuman,bakteri kuman
slemet2,slemet slemet
pengeng,pengen
anakya,anaknya
nyut2tan,nyut nyutan
asalamalaikum,assalamualaikum
sudhh,sudah
ensessi,essensi
tesepack,testpack
positi,positiv
vrikokel,verikokel
sianh,siang
sjeak,sejak
pridiksi,prediksi
setelag,setelah
knjung,kunjung
sshari,sehari
sinusitisbisakah,sinusitis bisakah
akhr,akhir
pemberiaan,pemberian
mngeluarkannya,mengeluarkannya
menbedakannya,membedakannya
brph,berapa
inikarna,ini karena
assalamalaikum,assalamualaikum
mau2,mau mau
jewarat,jerawat
sesaatrumah,sesaat rumah
mengurangj,mengurangi
semnggu,seminggu
kaarena,karena
lukatpi,luka tapi
pengemukkan,penggemukan
30thn,30 tahun
penanggananya,penanganannya
muntahya,muntahnya
sebanrnya,sebenarnya
pennyebabnya,penyebabnya
kadangsaya,kadang saya
kegugurn,keguguran
4day,4 hari
goressaya,gores saya
basar,besar
pnykut,penyakit
bagamina,bagaimana
bgaimanakah,bagaimanakah
mehilangkan,menghilangkan
dikuti,diikuti
sumi,suami
tanyakarna,tanya karena
aakah,apakah
hamilsoalnya,hamil soalnya
dktr,dokter
apakh,apakah
rsanya,rasanya
clna,celana
bhya,bahaya
pnykit,penyakit
feb,februari
mar,maret
aprl,april
jun,juni
jul,juli
aug,agustus
sep,september
okt,oktober
nov,november
des,desember
terimakasih,terima kasih
thd,terhadap
brtny,bertanya
smkn,semakin
mlai,mulai
mmng,memang
sdikit,sedikit
thnsaya,tahun saya
bertanyasaya,bertanya saya
tq,terima kasih
sekrg,sekarang
hamio,hamil
apalagi,apa lagi
stres,stress
trimakasih,terima kasih
mengonsumsi,konsumsi
bgaimana,bagaimana
asalamualaikum,assalamualaikum
doyan,suka
dalama,dalam
nelen,telan
ataukah,atau kah
bertnya,bertanya
pnguat,penguat
23th,23 tahun
brhari,brbahaya
sebelumx,sebelumnya
typus,thypus
penjelasanya,penjelasannya
mis,miss
pnyakit,penyakit
secar,caesar
jaitan,jahitan
strechmark,stretch mark
kerumah,ke rumah
ngeluh,berkeluh
sdang,sedang
degan,dengan
nendang,menendang
item,hitam
bentolan,bentol
ambeyen,ambeien
magh,maag
bagimana,bagaimana
bewarna,berwarna
dibulan,di bulan
numbuh,tumbuh
bberapa,beberapa
deman,demam
ekslusif,eksklusif
aga,agak
tengorokan,tenggorokan
mengkomsumsi,mengkonsumsi
didalamnya,di dalamnya
puyeng,pusing
engap,sesak
berenti,berhenti
nurunin,menurunkan
3hari,3 hari
benarbenar,benar-benar
ngalamin,mengalami
thank,terima kasih
dipunggung,di punggung
diraba,di raba
dikulit,di kulit
disana,di sana
sok,dok
shampo,sampo
prut,perut
ima,terima kasih
susui,menyusui
trisemester,trimester
2hari,2 hari
garagara,gara-gara
kedepan,ke depan
memasukan,memasukkan
bagaimanakah,bagaimana kah
entar,nanti
febuari,februari
hami,hamil
hed,haid
iminen,imminens
kekiri,ke kiri 
lobang,lubang
diarea,di area
menunjukan,menunjukkan
sodara,saudara
gonta,ganti
mensturasi,menstruasi
jaman,zaman
ditenggorokan,di tenggorokan
umr,umur
dipayudara,di payudara
badanya,badannya
didada,di dada
bag,bagian
saia,saya
kangker,kanker
migren,migrain
ngalami,mengalami
terimah,terima
fikir,pikir
setau,setahu
minun,minum
setalah,setelah
ditanggal,di tanggal
sipilis,sifilis
4hari,4 hari
barubaru,baru baru
kayanya,kayaknya
bedrest,bed rest
tersa,terasa
ijo,hijau
1minggu,1 minggu
ditubuh,di tubuh
soalny,soalnya
bantuanya,bantunannya
ditempat,di tempat
kehamilanku,kehabisan ku
binggung,bingung
mkanan,makanan
seperma,sperma
tinggipusing,tinggi pusing
toh,
bbccdd,
��,
l,
mngalami,mengalami
brhubungan,berhubungan
apaapa,apa apa
kalo,kalau
nafas,napas
mengkonsumsi,mengonsumsi
tau,tahu
pengin,ingin
sc,caesar
lemes,lemas
gatel,gatal
cuman,cuma
dibawah,di bawah
sesar,caesar
dikit,sedikit
didalam,di dalam
bernafas,bernapas
kenpa,kenapa
2minggu,2 minggu
doc,dok
tanyak,tanya
bruntusan,beruntusan
merasai,merasakan
cesar,caesar
apkah,apakah
diusia,di usia
diperut,di perut
tespeck,testpack
nanyak,tanya
aktifitas,aktivitas
urine,urin
diluar,di luar
kecapean,kecapekan
disekitar,di sekitar
mentruasi,menstruasi
terlentang,telentang
anget,hangat
nafasnya,napasnya
diwajah,di wajah
menaikan,menaikkan
dirumah,di rumah
beraktifitas,beraktivitas
dikepala,di kepala
beruntusan,bruntusan
dimana,di mana
dileher,di leher
tengkurep,tengkurap
disebelah,di sebelah
kedalam,ke dalam
keringetan,berkeringat
dikasi,dikasih
apakan,apakah
thypus,tipus
kemasukan,kemasukkan
kebawah,ke bawah
gapapa,enggak apa apa
didaerah,di daerah
disini,di sini
kemana,ke mana
menganggu,mengganggu
napsu,nafsu
dibelakang,di belakang
bantunannya,bantuannya
kebelakang,ke belakang
keatas,ke atas
selakangan,selangkangan
komsumsi,konsumsi
keringet,keringat
dipagi,di pagi
bentar,sebentar
laper,lapar
ditangan,di tangan
jawabanya,jawabannya
dikaki,di kaki
pijit,pijat
menggangu,mengganggu
dihari,di hari
ronsen,rontgen
assalammualaikum,assalamualaikum
nyembuhin,menyembuhkan
bersihin,membersihkan
ramadhan,ramadan
pernafasan,pernapasan
ijin,izin
gemeteran,gemetar
sayakan,saya kan
negative,negatif
ati,hati
bepergian,berpergian
obatin,obati
ngelupas,mengelupas
menghisap,mengisap
cabe,cabai
mengomong,omong omong
melalukan,melakukan
digerakan,digerakkan
diantara,di antara
mengunakan,menggunakan
mengapai,menggapai
pengennya,inginnya
mengkonsumsinya,mengonsumsinya
gara-gara,gara gara
kepalan,kepala
topi,tapi
baru-baru,baru baru
